rank,name,nationality,team,points,rider_url
978,TUCKWELL Luke,AU,Red Bull - BORA - hansgrohe Rookies,20.0,https://www.procyclingstats.com/rider/luke-tuckwell
979,YILMAZ Ramazan,TR,Konya Büyükşehir Belediye Spor,20.0,https://www.procyclingstats.com/rider/ramazan-yilmaz
980,NG Pak Hang,HK,HKSI Pro Cycling Team,20.0,https://www.procyclingstats.com/rider/pak-hang-ng
981,WATANABE Ikki,JP,,20.0,https://www.procyclingstats.com/rider/ikki-watanabe
982,WOUTERS Rutger,BE,Team Flanders,20.0,https://www.procyclingstats.com/rider/rutger-wouters
983,DILLIER Silvan,CH,Alpecin - Deceuninck,20.0,https://www.procyclingstats.com/rider/silvan-dillier
984,VAN LERBERGHE Bert,BE,Soudal Quick-Step,20.0,https://www.procyclingstats.com/rider/bert-van-lerberghe
985,TAILLIEU Aldo,BE,Lotto Development Team,20.0,https://www.procyclingstats.com/rider/aldo-taillieu
986,STOCKMAN Abram,BE,Unibet Tietema Rockets,20.0,https://www.procyclingstats.com/rider/abram-stockman
987,LE GAC Olivier,FR,Groupama - FDJ,20.0,https://www.procyclingstats.com/rider/olivier-le-gac
988,RIESEBEEK Oscar,NL,Alpecin - Deceuninck,20.0,https://www.procyclingstats.com/rider/oscar-riesebeek
989,DEMAN Brem,BE,Team Flanders - Baloise,20.0,https://www.procyclingstats.com/rider/brem-deman
990,BOU Joan,ES,Caja Rural - Seguros RGA,20.0,https://www.procyclingstats.com/rider/joan-bou
991,ARCAS Jorge,ES,Movistar Team,20.0,https://www.procyclingstats.com/rider/jorge-arcas
992,LAENGEN Vegard Stake,NO,UAE Team Emirates - XRG,20.0,https://www.procyclingstats.com/rider/vegard-stake-laengen
993,GIAIMI Luca,IT,UAE Team Emirates Gen Z,20.0,https://www.procyclingstats.com/rider/luca-giaimi
994,GUÉGAN Maël,FR,CIC - U - Nantes,20.0,https://www.procyclingstats.com/rider/mael-guegan
995,DESAL Ceriel,BE,Wagner Bazin WB,20.0,https://www.procyclingstats.com/rider/ceriel-desal
996,BOIVIN Guillaume,CA,Israel - Premier Tech,20.0,https://www.procyclingstats.com/rider/guillaume-boivin
997,BOULAHOITE Rayan,FR,Team TotalEnergies,20.0,https://www.procyclingstats.com/rider/rayan-boulahoite
998,CHAMBERLAIN Oscar,AU,Decathlon AG2R La Mondiale Team,20.0,https://www.procyclingstats.com/rider/oscar-chamberlain
999,GARCÍA PIERNA Carlos,ES,Burgos Burpellet BH,20.0,https://www.procyclingstats.com/rider/carlos-garcia-pierna
1000,HESSMANN Michel,DE,Movistar Team,20.0,https://www.procyclingstats.com/rider/michel-hessmann
1001,CALLEJAS Edison Alejandro,CO,Petrolike,20.0,https://www.procyclingstats.com/rider/edison-alejandro-callejas-santos
1002,MUÑIZ José Ramón,MX,Olinka Specialized,20.0,https://www.procyclingstats.com/rider/jose-ramon-muniz-vazquez
1003,QUINTERO Juan Diego,CO,GW Erco Shimano,20.0,https://www.procyclingstats.com/rider/juan-diego-quintero-osorno
1004,TRILLAT Jose,CL,,20.0,https://www.procyclingstats.com/rider/jose-trillat
1005,FONSECA DA SILVA FREITAS Kacio,BR,Swift Pro Cycling,20.0,https://www.procyclingstats.com/rider/kacio-fonseca-da-silva-freitas
1006,DATI Tommaso,IT,Biesse - Carrera - Premac,20.0,https://www.procyclingstats.com/rider/tommaso-dati
1007,HUYS Laurens,BE,Arkéa - B&B Hotels,20.0,https://www.procyclingstats.com/rider/laurens-huys
1008,TORRES Albert,ES,Movistar Team,20.0,https://www.procyclingstats.com/rider/albert-torres
1009,DEBEAUMARCHÉ Nicolas,FR,Cofidis,20.0,https://www.procyclingstats.com/rider/nicolas-debeaumarche
1010,POMORSKI Michał,PL,Mazowsze Serce Polski,20.0,https://www.procyclingstats.com/rider/michal-pomorski
1011,TVEDT Ulrik,NO,Lillehammer CK Continental Team,19.0,https://www.procyclingstats.com/rider/ulrik-tvedt
1012,DE CEUSTER Milan,BE,Lotto Development Team,19.0,https://www.procyclingstats.com/rider/milan-de-ceuster
1013,MORIN Emmanuel,FR,Van Rysel Roubaix,19.0,https://www.procyclingstats.com/rider/emmanuel-morin
1014,SANTY Arne,BE,Tarteletto - Isorex,19.0,https://www.procyclingstats.com/rider/arne-santy
1015,BRACALENTE Diego,IT,MBH Bank Ballan CSB,19.0,https://www.procyclingstats.com/rider/diego-bracalente
1016,GALIMBERTI Lorenzo,IT,Petrolike,19.0,https://www.procyclingstats.com/rider/lorenzo-galimberti
1017,DELGADO Ricardo,CU,,19.0,https://www.procyclingstats.com/rider/ricardo-delgado1
1018,BUDDING Martijn,NL,Unibet Tietema Rockets,19.0,https://www.procyclingstats.com/rider/martijn-budding
1019,MERLÖV Ville,SE,LRG - Cycling Team,19.0,https://www.procyclingstats.com/rider/ville-merlov1
1020,KUKRLE Michael,CZ,ATT Investments,19.0,https://www.procyclingstats.com/rider/michael-kukrle
1021,CHU Tsun Wai,HK,HKSI Pro Cycling Team,19.0,https://www.procyclingstats.com/rider/tsun-wai-chu
1022,DUNHAM Ethan,US,Team Skyline,19.0,https://www.procyclingstats.com/rider/ethan-dunham
1023,RACCAGNI NOVIERO Andrea,IT,Soudal Quick-Step,18.0,https://www.procyclingstats.com/rider/andrea-raccagni-noviero
1024,HUISING Menno,NL,Team Visma | Lease a Bike,18.0,https://www.procyclingstats.com/rider/menno-huising
1025,BRUTTOMESSO Alberto,IT,Bahrain - Victorious,18.0,https://www.procyclingstats.com/rider/alberto-bruttomesso
1026,PRIETO José Juan,MX,Petrolike,18.0,https://www.procyclingstats.com/rider/jose-juan-prieto
1027,SÉNÉCHAL Florian,FR,Arkéa - B&B Hotels,18.0,https://www.procyclingstats.com/rider/florian-senechal
1028,GELDERS Gil,BE,Soudal Quick-Step,18.0,https://www.procyclingstats.com/rider/gil-gelders
1029,GEORGE Alfred,GB,SCO Dijon - Team Matériel - Velo.com,18.0,https://www.procyclingstats.com/rider/alfred-george
1030,VERGAERDE Otto,BE,Lidl - Trek,18.0,https://www.procyclingstats.com/rider/otto-vergaerde
1031,ÖRKEN Ahmet,TR,Spor Toto Cycling Team,18.0,https://www.procyclingstats.com/rider/ahmet-orken
1032,CANTONI Andrea,IT,Mg.K Vis Costruzioni e Ambiente,18.0,https://www.procyclingstats.com/rider/andrea-cantoni
1033,WIRTGEN Luc,LU,Tudor Pro Cycling Team,18.0,https://www.procyclingstats.com/rider/luc-wirtgen
1034,AGOSTINACCHIO Filippo,IT,Biesse - Carrera - Premac,18.0,https://www.procyclingstats.com/rider/filippo-agostinacchio
1035,ZACHAR Sebastian Bruno,PY,,18.0,https://www.procyclingstats.com/rider/bruno-zachar
1036,PAJUR Romet,EE,Red Bull - BORA - hansgrohe Rookies,18.0,https://www.procyclingstats.com/rider/romet-pajur
1037,VAN TRICHT Stan,BE,Alpecin - Deceuninck,18.0,https://www.procyclingstats.com/rider/stan-van-tricht
1038,GROSU Eduard-Michael,RO,Huansheng - Vonoa - Taishan Sport Team,18.0,https://www.procyclingstats.com/rider/eduard-michael-grosu
1039,RAKAOTA Khotsofalang,LS,,17.0,https://www.procyclingstats.com/rider/khotsofalang-rakaota
1040,DEKKER David,NL,Euskaltel - Euskadi,17.0,https://www.procyclingstats.com/rider/david-dekker
1041,FREYER Martin,NA,,17.0,https://www.procyclingstats.com/rider/martin-freyer
1042,LEDESMA Gerard,ES,VC Fukuoka,17.0,https://www.procyclingstats.com/rider/gerard-ledesma
1043,BENETEAU Lucas,FR,St Michel - Preference Home - Auber93,17.0,https://www.procyclingstats.com/rider/lucas-beneteau
1044,MANSOURI Hamza,DZ,Madar Pro Cycling Team,17.0,https://www.procyclingstats.com/rider/hamza-mansouri
1045,TENE Rotem,IL,Israel Premier Tech Academy,17.0,https://www.procyclingstats.com/rider/rotem-tene
1046,HEFFERNAN William,AU,CCACHE x BODYWRAP,17.0,https://www.procyclingstats.com/rider/william-heffernan
1047,RENARD-HAQUIN Henri-François,FR,Wagner Bazin WB,17.0,https://www.procyclingstats.com/rider/henri-francois-renard-haquin
1048,KNIGHT Oliver,GB,Cofidis,17.0,https://www.procyclingstats.com/rider/oliver-knight
1049,BELOHVOŠČIKS Kristiāns,LV,Monzon - Incolor - Gub,17.0,https://www.procyclingstats.com/rider/kristians-belohvosciks
1050,PRONSKIY Vadim,KZ,Terengganu Cycling Team,17.0,https://www.procyclingstats.com/rider/vadim-pronskiy
1051,RODAS Manuel,GT,Decorabaños,17.0,https://www.procyclingstats.com/rider/manuel-rodas
1052,REMIJN Senna,NL,Alpecin-Deceuninck Development Team,17.0,https://www.procyclingstats.com/rider/senna-remijn
1053,MAHLANGU Thokozani,ZA,,17.0,https://www.procyclingstats.com/rider/thokozani-mahlangu
1054,NIELSEN Sebastian,DK,Unibet Tietema Rockets,17.0,https://www.procyclingstats.com/rider/sebastian-nielsen
1055,GAJDULEWICZ Mateusz,PL,Mazowsze Serce Polski,17.0,https://www.procyclingstats.com/rider/mateusz-gajdulewicz
1056,TOSCANO Bill Janz,PE,,17.0,https://www.procyclingstats.com/rider/bill-janz-toscano
1057,MOHD ZARIFF Muhammad Nur Aiman,MY,Terengganu Cycling Team,17.0,https://www.procyclingstats.com/rider/muhammad-nur-aiman-mohd-zariff
1058,VANHUFFEL Matteo,BE,Development Team Picnic PostNL,17.0,https://www.procyclingstats.com/rider/matteo-vanhuffel
1059,MIAO Chengshuo,CN,Camp Cycling Team,17.0,https://www.procyclingstats.com/rider/chengshuo-miao
1060,ABDURRAHMAN Muhammad,ID,Jakarta Pro Cycling Team,17.0,https://www.procyclingstats.com/rider/muhammad-abdurrahman
1061,MEMEDI Memet,MK,,17.0,https://www.procyclingstats.com/rider/memet-memedi
1062,PHONASA Thavone,LA,,17.0,https://www.procyclingstats.com/rider/thavone-phonasa
1063,FORSSELL Hugo,SE,CK Hymer,17.0,https://www.procyclingstats.com/rider/hugo-forssell
1064,GARCÍA José María,ES,Illes Balears Arabay,17.0,https://www.procyclingstats.com/rider/jose-maria-garcia
1065,PERSICO Davide,IT,Wagner Bazin WB,16.0,https://www.procyclingstats.com/rider/davide-persico
1066,STEWART Campbell,NZ,Team Jayco AlUla,16.0,https://www.procyclingstats.com/rider/campbell-stewart
1067,FERNÁNDEZ Rubén,ES,Anicolor / Tien 21,16.0,https://www.procyclingstats.com/rider/ruben-fernandez
1068,SAENTA Tanawat,TH,Roojai Insurance,16.0,https://www.procyclingstats.com/rider/tanawat-saenta
1069,MEZGEC Luka,SI,Team Jayco AlUla,16.0,https://www.procyclingstats.com/rider/luka-mezgec
1070,LEWIS Adam,GB,Team Skyline,16.0,https://www.procyclingstats.com/rider/adam-lewis
1071,TISSIÈRES Arnaud,CH,Team Solution Tech - Vini Fantini,16.0,https://www.procyclingstats.com/rider/arnaud-tissieres
1072,CARDIS Romain,FR,St Michel - Preference Home - Auber93,16.0,https://www.procyclingstats.com/rider/romain-cardis
1073,NESPOLI Lorenzo,IT,MBH Bank Ballan CSB,16.0,https://www.procyclingstats.com/rider/lorenzo-nespoli
1074,WENZEL Mats,LU,Equipo Kern Pharma,16.0,https://www.procyclingstats.com/rider/mats-wenzel
1075,SEVILLA Diego Pablo,ES,Team Polti VisitMalta,16.0,https://www.procyclingstats.com/rider/diego-pablo-sevilla
1076,BONILLA Daniel Andres,CR,,16.0,https://www.procyclingstats.com/rider/daniel-bonilla
1077,LÓPEZ Luis Fernando Enrique,HN,,16.0,https://www.procyclingstats.com/rider/luis-fernando-enrique-lopez-nolasco
1078,SHUMBA Rodrick,ZW,,16.0,https://www.procyclingstats.com/rider/rodrick-shumba
1079,CHOFOR Fabrice,CM,SNH Vélo Club,16.0,https://www.procyclingstats.com/rider/fabrice-chofor
1080,SVARRE Tobias,DK,Team ColoQuick,16.0,https://www.procyclingstats.com/rider/tobias-svarre
1081,BUCK JONES Huw,GB,Bourg-en-Bresse Ain Cyclisme,16.0,https://www.procyclingstats.com/rider/huw-buck-jones
1082,REEMEIJER Niels,NL,Wielerploeg Groot Amsterdam,16.0,https://www.procyclingstats.com/rider/niels-reemeijer
1083,EL KOURAJI Mohcine,MA,,16.0,https://www.procyclingstats.com/rider/mohcine-el-kouraji
1084,NSENGIYUMVA Shemu,RW,Java - Inovotec Pro Team,16.0,https://www.procyclingstats.com/rider/shemu-nsengiyumva
1085,DRAKOS Nikolaos Michail,GR,Roojai Insurance,16.0,https://www.procyclingstats.com/rider/nikolas-drakos
1086,VAN HERK Bram,NL,GRC Jan van Arckel,15.0,https://www.procyclingstats.com/rider/bram-van-herk
1087,BOUCHARD Geoffrey,FR,Decathlon AG2R La Mondiale Team,15.0,https://www.procyclingstats.com/rider/geoffrey-bouchard
1088,VAN DER LEE Jardi Christiaan,NL,EF Education - EasyPost,15.0,https://www.procyclingstats.com/rider/jardi-christiaan-van-der-lee
1089,HERREGODTS Rune,BE,UAE Team Emirates - XRG,15.0,https://www.procyclingstats.com/rider/rune-herregodts
1090,MARTIN David,ES,Burgos Burpellet BH,15.0,https://www.procyclingstats.com/rider/david-martin-romero
1091,MOW Ching Yin,HK,HKSI Pro Cycling Team,15.0,https://www.procyclingstats.com/rider/ching-yin-mow
1092,MATTHEWS Daniyal,ZA,7Eleven Cliqq Roadbike Philippines,15.0,https://www.procyclingstats.com/rider/daniyal-matthews
1093,SBARAGLI Kristian,IT,Team Solution Tech - Vini Fantini,15.0,https://www.procyclingstats.com/rider/kristian-sbaragli
1094,CIMOLAI Davide,IT,Movistar Team,15.0,https://www.procyclingstats.com/rider/davide-cimolai
1095,LIM Nash,PH,Factor Racing,15.0,https://www.procyclingstats.com/rider/nash-lim
1096,EEMAN Kamiel,BE,Lotto Development Team,15.0,https://www.procyclingstats.com/rider/kamiel-eeman
1097,DECLERCQ Tim,BE,Lidl - Trek,15.0,https://www.procyclingstats.com/rider/tim-declercq
1098,VANDENSTORME Dylan,BE,Team Flanders - Baloise,15.0,https://www.procyclingstats.com/rider/dylan-vandenstorme
1099,LAZKANO Oier,ES,Red Bull - BORA - hansgrohe,15.0,https://www.procyclingstats.com/rider/oier-lazkano
1100,ZUKOWSKY Nickolas,CA,Q36.5 Pro Cycling Team,15.0,https://www.procyclingstats.com/rider/nickolas-zukowsky
1101,ERIKSSON Jacob,SE,Tudor Pro Cycling Team,15.0,https://www.procyclingstats.com/rider/jacob-eriksson
1102,SMIRNOV Ivan,RU,XDS Astana Development Team,15.0,https://www.procyclingstats.com/rider/ivan-smirnov
1103,DRIZNERS Jarrad,AU,Lotto,15.0,https://www.procyclingstats.com/rider/jarrad-drizners
1104,RUDYK Bartosz,PL,Monogo Lubelskie Perła Polski,15.0,https://www.procyclingstats.com/rider/bartosz-rudyk
1105,BUDZIŃSKI Tomasz,PL,Voster ATS Team,15.0,https://www.procyclingstats.com/rider/tomasz-budzinski
1106,SCHWARZMANN Michael,DE,Israel - Premier Tech,15.0,https://www.procyclingstats.com/rider/michael-schwarzmann
1107,ROOTKIN-GRAY Jack,GB,EF Education - EasyPost,15.0,https://www.procyclingstats.com/rider/jack-rootkin-gray
1108,HOLLMANN Juri,DE,Alpecin - Deceuninck,15.0,https://www.procyclingstats.com/rider/juri-hollmann
1109,KINGSTON Matthew,GB,Mg.K Vis Costruzioni e Ambiente,15.0,https://www.procyclingstats.com/rider/matthew-kingston
1110,PEDRERO Antonio,ES,Movistar Team,15.0,https://www.procyclingstats.com/rider/antonio-pedrero
1111,ZAPATA CORDOBA Gregory Santiago,CA,Team Winston Salem - Flow,15.0,https://www.procyclingstats.com/rider/gregory-santiago-zapata-cordoba
1112,IVANOV Timofei,RU,Chengdu DYC Cycling Team,15.0,https://www.procyclingstats.com/rider/timofei-ivanov
1113,SISIMITH Eli Alejandro,GT,RedHook Guatemala,15.0,https://www.procyclingstats.com/rider/eli-alejandro-sisimith
1114,BERNAS Paweł,PL,Mazowsze Serce Polski,15.0,https://www.procyclingstats.com/rider/pawel-bernas
1115,ALSABBAGH Mohammad,AE,Abu Dhabi Cycling Club,15.0,https://www.procyclingstats.com/rider/mohammad-alsabbagh
1116,AVILA Freddy Alejandro,CO,GW Erco Shimano,15.0,https://www.procyclingstats.com/rider/freddy-avila
1117,RAUF Abdul Rauf Ahmed Abdul,EG,,15.0,https://www.procyclingstats.com/rider/abdul-rauf-ahmed-abdul-rauf
1118,DENSLOW Matthew,ZW,,15.0,https://www.procyclingstats.com/rider/matthew-denslow
1119,HAUGSTED Conrad,DK,Team ColoQuick,15.0,https://www.procyclingstats.com/rider/conrad-haugsted
1120,STAMPE Daniel,DK,BHS - PL Beton Bornholm,15.0,https://www.procyclingstats.com/rider/daniel-stampe
1121,SAVEKIN Ilya,RU,PC Baix Ebre,15.0,https://www.procyclingstats.com/rider/ilya-savekin
1122,BAKSAAS Morthen Wang,NO,Team Ringerikskraft,15.0,https://www.procyclingstats.com/rider/morthen-wang-baksaas
1123,RUIZ Robinson Steven,PE,Sindicato de Empleados Públicos of San Juan,15.0,https://www.procyclingstats.com/rider/robinson-steven-ruiz
1124,DYBALL Benjamin,AU,Victoire Hiroshima,15.0,https://www.procyclingstats.com/rider/benjamin-dyball
1125,PARRAVANO Francesco,IT,Mg.K Vis Costruzioni e Ambiente,15.0,https://www.procyclingstats.com/rider/francesco-parravano
1126,RIVEROS Francisco Daniel,PY,,15.0,https://www.procyclingstats.com/rider/francisco-daniel-riveros
1127,KANEKO Sohei,JP,,15.0,https://www.procyclingstats.com/rider/sohei-kaneko
1128,MACLEOD Callum,GB,,15.0,https://www.procyclingstats.com/rider/callum-macleod
1129,JASCH Lennart,DE,Red Bull - BORA - hansgrohe Rookies,15.0,https://www.procyclingstats.com/rider/lennart-jasch
1130,WINKLER Oskar Ulrik,DK,Team Give Steel - 2M Cycling Elite,15.0,https://www.procyclingstats.com/rider/oskar-ulrik-winkler
1131,SIERRA Juan David,IT,Tudor Pro Cycling Team U23,15.0,https://www.procyclingstats.com/rider/juan-david-sierra
1132,SCHMITZ Campo,DE,Team Storck - Metropol Cycling,15.0,https://www.procyclingstats.com/rider/campo-schmitz
1133,LARSEN Trond,FI,,15.0,https://www.procyclingstats.com/rider/trond-larsen
1134,MAKOGON Vladyslav,FI,Valhöll Cycling,15.0,https://www.procyclingstats.com/rider/vladyslav-makogon
1135,BARON Kohath,DM,,15.0,https://www.procyclingstats.com/rider/kohath-baron
1136,DIMA Emil,RO,,15.0,https://www.procyclingstats.com/rider/emil-dima
1137,LIM Zhen Yu Darren,SG,,15.0,https://www.procyclingstats.com/rider/zhen-yu-darren-lim
1138,GONZALES Freddy,BO,Pío Rico Cycling Team,15.0,https://www.procyclingstats.com/rider/freddy-gonzales-soto
1139,MOLDANSKY Gerhard-Cristin,RO,MENtoRISE Teem CCN,15.0,https://www.procyclingstats.com/rider/gerhard-cristin-moldansky
1140,STOJNIĆ Veljko,RS,Team United Shipping,15.0,https://www.procyclingstats.com/rider/veljko-stojnic
1141,CELESTIN Torea,MU,,15.0,https://www.procyclingstats.com/rider/torea-celestin
1142,KOBAYASHI Marino,JP,,15.0,https://www.procyclingstats.com/rider/marino-kobayashi
1143,SOULAMA Daouda,BF,,15.0,https://www.procyclingstats.com/rider/daouda-soulama
1144,XUE Ming,CN,,15.0,https://www.procyclingstats.com/rider/ming-xue
1145,MOYATA Eduardo,BO,Pío Rico Cycling Team,15.0,https://www.procyclingstats.com/rider/eduardo-moyata
1146,PELIKÁN János,HU,Team United Shipping,15.0,https://www.procyclingstats.com/rider/janos-pelikan
1147,ABREHA Negasi Haylu,ET,Sam - Vitalcare - Dynatek,15.0,https://www.procyclingstats.com/rider/negasi-abreha
1148,GARCIA Erlin Antonio,DO,Foundation Cycling New York,15.0,https://www.procyclingstats.com/rider/erlin-antonio-garcia-sanchez
1149,TAKHIROV Diyor,UZ,OU7 Cycling Team,15.0,https://www.procyclingstats.com/rider/diyor-takhirov
1150,CHOE Hyeong Min,KR,Geumsan Insam Cello,15.0,https://www.procyclingstats.com/rider/hyeong-min-choe
1151,ŠTAJNAR Mihael,SI,Pogi Team Gusto Ljubljana,15.0,https://www.procyclingstats.com/rider/mihael-stajnar
1152,ÓMARSSON Ingvar,IS,,15.0,https://www.procyclingstats.com/rider/ingvar-omarsson
1153,NASTEVSKI Slobodan,MK,,15.0,https://www.procyclingstats.com/rider/slobodan-nastevski
1154,HORVAT Robert,HR,,15.0,https://www.procyclingstats.com/rider/robert-sangulin
1155,JELE Kwanele,SZ,,15.0,https://www.procyclingstats.com/rider/kwanele-jele
1156,CONCA Filippo,IT,Swatt Club,15.0,https://www.procyclingstats.com/rider/filippo-conca
1157,WAFLER Tim,AT,Tirol KTM Cycling Team,15.0,https://www.procyclingstats.com/rider/tim-wafler
1158,ANTONENKO Heorhii,UA,ARBÖ Kärnten Sport Feld am See,15.0,https://www.procyclingstats.com/rider/heorhii-antonenko
1159,GOJKOVIĆ Nicolas,HR,Pogi Team Gusto Ljubljana,15.0,https://www.procyclingstats.com/rider/nicolas-gojkovic
1160,NKUNDABERA Eric,RW,,15.0,https://www.procyclingstats.com/rider/eric-nkundabera
1161,TORRES Edgar Geovanny,GT,Hino-One-La red-Suzuki,15.0,https://www.procyclingstats.com/rider/edgar-torres
1162,PALASHEV Borislav,BG,PSKK Vassil-Levski,15.0,https://www.procyclingstats.com/rider/borislav-palashev
1163,ALEMAYO Tekle,ET,,15.0,https://www.procyclingstats.com/rider/tekle-alemayo
1164,PETROVSKI Stefan,MK,,15.0,https://www.procyclingstats.com/rider/stefan-petrovski
1165,MARTE Jesus Roniel,DO,Doglocy - Imca,15.0,https://www.procyclingstats.com/rider/jesus-roniel-marte
1166,BRIDGES Jyme,AG,,15.0,https://www.procyclingstats.com/rider/jyme-bridges
1167,ROSSI João Pedro,BR,Swift Pro Cycling,15.0,https://www.procyclingstats.com/rider/joao-pedro-rossi
1168,SHAPILOV Artem,KG,Art Cycling Team,15.0,https://www.procyclingstats.com/rider/artem-shapilov
1169,ALARCON José,VE,,14.0,https://www.procyclingstats.com/rider/jose-alarcon
1170,ALLENO Clément,FR,Burgos Burpellet BH,14.0,https://www.procyclingstats.com/rider/clement-alleno
1171,ALIYEV Ruslan,KZ,Almaty,14.0,https://www.procyclingstats.com/rider/ruslan-aliyev
1172,RAUGEL Antoine,FR,Vélo Club Villefranche Beaujolais,14.0,https://www.procyclingstats.com/rider/antoine-raugel
1173,VANDENBRANDEN Noah,BE,Team Flanders - Baloise,14.0,https://www.procyclingstats.com/rider/noah-vandenbranden
1174,BASEGGIO Matteo,IT,S.C. Padovani Polo Cherry Bank,14.0,https://www.procyclingstats.com/rider/matteo-baseggio
1175,MARTINELLI Alessio,IT,VF Group - Bardiani CSF - Faizanè,14.0,https://www.procyclingstats.com/rider/alessio-martinelli
1176,PHONARJTHAN Patompob,TH,Roojai Insurance,14.0,https://www.procyclingstats.com/rider/patompob-phonarjthan
1177,PROĆ Bartłomiej,PL,Run & Race - Wibatech,14.0,https://www.procyclingstats.com/rider/bartlomiej-proc
1178,FRĄTCZAK Radosław,PL,Voster ATS Team,14.0,https://www.procyclingstats.com/rider/radoslaw-fratczak
1179,RODRÍGUEZ Diego Leonel,UY,,14.0,https://www.procyclingstats.com/rider/diego-leonel-rodriguez
1180,ACUÑA Carlos Sebastian,PY,,14.0,https://www.procyclingstats.com/rider/carlos-acuna
1181,LARSSON David,SE,Motala AIF Continental,14.0,https://www.procyclingstats.com/rider/david-larsson
1182,UZUN Emir,TR,Istanbul Büyükșehir Belediye Spor Türkiye,14.0,https://www.procyclingstats.com/rider/emir-uzun
1183,YMERI Albion,XK,,14.0,https://www.procyclingstats.com/rider/albion-ymeri
1184,ROMERO Jorge,SV,,14.0,https://www.procyclingstats.com/rider/jorge-romero
1185,GIANNOUTSOS Miltiadis,GR,,14.0,https://www.procyclingstats.com/rider/miltiadis-giannoutsos
1186,AL MAYYAS Mohammad,JO,,14.0,https://www.procyclingstats.com/rider/mohammad-al-mayyas
1187,DOLJANIN Roko,HR,,14.0,https://www.procyclingstats.com/rider/roko-doljanin
1188,MUHOZA Eric,RW,Team Amani,14.0,https://www.procyclingstats.com/rider/eric-muhoza
1189,LOROT Lawrence,UG,Team Amani,14.0,https://www.procyclingstats.com/rider/lawrence-lorot
1190,LAZAREVIĆ Miloš,ME,BK Pljevlja,14.0,https://www.procyclingstats.com/rider/milos-lazarevic
1191,VILORIA Enmanuel David,VE,,13.0,https://www.procyclingstats.com/rider/enmanuel-viloria
1192,CAMPOS Roniel,VE,Chengdu DYC Cycling Team,13.0,https://www.procyclingstats.com/rider/roniel-campos
1193,JU Jinyang,CN,,13.0,https://www.procyclingstats.com/rider/jinyang-ju
1194,BOCHAROV Dmitriy,UZ,7Eleven Cliqq Roadbike Philippines,13.0,https://www.procyclingstats.com/rider/dmitriy-bocharov
1195,WU Chun Yin,HK,HKSI Pro Cycling Team,13.0,https://www.procyclingstats.com/rider/chun-yin-wu
1196,MESA Santiago,CO,Efapel Cycling,13.0,https://www.procyclingstats.com/rider/santiago-mesa-pietralunga
1197,MURGUIALDAY Jokin,ES,Euskaltel - Euskadi,13.0,https://www.procyclingstats.com/rider/jokin-murguialday-elorza
1198,GIBBONS Ryan,ZA,Lidl - Trek,13.0,https://www.procyclingstats.com/rider/ryan-gibbons
1199,RAFFERTY Adam,IE,Hagens Berman Jayco,13.0,https://www.procyclingstats.com/rider/adam-rafferty
1200,KERCKHAERT Jochem,NL,BEAT Cycling Club,13.0,https://www.procyclingstats.com/rider/jochem-kerckhaert
1201,AVONDTS Mathis,BE,Parkhotel Valkenburg,13.0,https://www.procyclingstats.com/rider/mathis-avondts
1202,CHAVARRIA Derrick,BZ,G-Flow Cycling Team,13.0,https://www.procyclingstats.com/rider/derrick-chavarria
1203,SÁNCHEZ Brayan,CO,Team Medellín - EPM,13.0,https://www.procyclingstats.com/rider/brayan-sanchez
1204,FRISON Frederik,BE,Q36.5 Pro Cycling Team,13.0,https://www.procyclingstats.com/rider/frederik-frison
1205,CAPRON Rémi,FR,Van Rysel Roubaix,13.0,https://www.procyclingstats.com/rider/remi-capron
1206,WRIGHT Owen,US,Canel's - Java,13.0,https://www.procyclingstats.com/rider/owen-wright
1207,TOUDAL Emil,DK,Team ColoQuick,13.0,https://www.procyclingstats.com/rider/emil-touda
1208,NGUEGUIM Steve Auriol,CM,SNH Vélo Club,13.0,https://www.procyclingstats.com/rider/steve-auriol-ngueguim
1209,ALIYARI Aidin,IR,,13.0,https://www.procyclingstats.com/rider/aidin-aliyari
1210,BERHANE Natnael,ER,Istanbul Büyükșehir Belediye Spor Türkiye,13.0,https://www.procyclingstats.com/rider/natnael-berhane
1211,THALMANN Roland,CH,Tudor Pro Cycling Team,12.0,https://www.procyclingstats.com/rider/roland-thalmann
1212,BEULKER Justus,NA,,12.0,https://www.procyclingstats.com/rider/justus-beulker
1213,TABELLION Valentin,FR,Van Rysel Roubaix,12.0,https://www.procyclingstats.com/rider/valentin-tabellion
1214,DARDER Sergi,ES,Caja Rural - Seguros RGA,12.0,https://www.procyclingstats.com/rider/sergi-darder
1215,FUENTES Ángel,ES,Burgos Burpellet BH,12.0,https://www.procyclingstats.com/rider/paniego-fuentes
1216,CAHYADI Aiman,ID,Terengganu Cycling Team,12.0,https://www.procyclingstats.com/rider/aiman-cahyadi
1217,FAROOQ Umar,PK,,12.0,https://www.procyclingstats.com/rider/umar-farooq
1218,MANIZABAYO Eric,RW,,12.0,https://www.procyclingstats.com/rider/eric-manizabayo
1219,SMITHSON Jed,GB,Team Visma | Lease a Bike Development,12.0,https://www.procyclingstats.com/rider/jed-smithson
1220,LANDBO Mads,DK,Team Give Steel - 2M Cycling Elite,12.0,https://www.procyclingstats.com/rider/mads-landbo
