rank,name,nationality,team,points,rider_url
691,ALMUTAIWEI Mohammad,AE,UAE Team Emirates Gen Z,52.0,https://www.procyclingstats.com/rider/mohammad-almutaiwei
692,SIVAKOV Pavel,FR,UAE Team Emirates - XRG,52.0,https://www.procyclingstats.com/rider/pavel-sivakov
693,DE VRIES Hartthijs,NL,Unibet Rose Rockets,52.0,https://www.procyclingstats.com/rider/hartthijs-de-vries
694,POLLEFLIET Gianluca,BE,Decathlon CMA CGM Team,52.0,https://www.procyclingstats.com/rider/gianluca-pollefliet
695,VADER Milan,NL,Pinarello Q36.5 Pro Cycling Team,51.0,https://www.procyclingstats.com/rider/milan-vader
696,CONSONNI Simone,IT,Lidl - Trek,51.0,https://www.procyclingstats.com/rider/simone-consonni
697,MUÑOZ Hodei,ES,Euskaltel - Euskadi,51.0,https://www.procyclingstats.com/rider/hodei-munoz
698,HONORÉ Mikkel Frølich,DK,EF Education - EasyPost,51.0,https://www.procyclingstats.com/rider/mikkel-honore
699,CHRISTEN Fabio,CH,Pinarello Q36.5 Pro Cycling Team,51.0,https://www.procyclingstats.com/rider/fabio-christen
700,SANLAVILLE Mathias,FR,CIC Pro Cycling Academy,51.0,https://www.procyclingstats.com/rider/mathias-sanlaville
701,MARTINEZ Juan Guillermo,CO,Team Picnic PostNL,51.0,https://www.procyclingstats.com/rider/guillermo-juan-martinez
702,VAN HEMELEN Vincent,BE,Team Flanders - Baloise,51.0,https://www.procyclingstats.com/rider/vincent-van-hemelen
703,DEWEIRDT Siebe,BE,Team Flanders - Baloise,51.0,https://www.procyclingstats.com/rider/siebe-deweirdt
704,NEGRENTE Mattia,IT,XDS Astana Development Team,51.0,https://www.procyclingstats.com/rider/mattia-negrente
705,CRAS Steff,BE,Soudal Quick-Step,51.0,https://www.procyclingstats.com/rider/steff-cras
706,BUDIAK Anatolii,UA,China Meitan Cycling Team,51.0,https://www.procyclingstats.com/rider/anatoliy-budyak
707,BOUGLAS Georgios,GR,Burgos Burpellet BH,50.0,https://www.procyclingstats.com/rider/georgios-bouglas
708,STEWART Jake,GB,NSN Cycling Team,50.0,https://www.procyclingstats.com/rider/jake-stewart
709,HOWSON Damien,AU,Pinarello Q36.5 Pro Cycling Team,50.0,https://www.procyclingstats.com/rider/damien-howson
710,SCHULTZ Nick,AU,NSN Cycling Team,50.0,https://www.procyclingstats.com/rider/nick-schultz
711,KONRAD Patrick,AT,Lidl - Trek,50.0,https://www.procyclingstats.com/rider/patrick-konrad
712,GOGL Michael,AT,Alpecin - Premier Tech,50.0,https://www.procyclingstats.com/rider/michael-gogl
713,SMITH Dion,NZ,NSN Cycling Team,50.0,https://www.procyclingstats.com/rider/dion-smith
714,SOENENS Viktor,BE,Soudal Quick-Step Devo Team,50.0,https://www.procyclingstats.com/rider/viktor-soenens
715,SÉNÉCHAL Florian,FR,Alpecin - Premier Tech,50.0,https://www.procyclingstats.com/rider/florian-senechal
716,GRADEK Kamil,PL,Bahrain - Victorious,50.0,https://www.procyclingstats.com/rider/kamil-gradek
717,MARTINELLI Alessio,IT,Bardiani CSF 7 Saber,50.0,https://www.procyclingstats.com/rider/alessio-martinelli
718,KENCH Josh,NZ,Groupama - FDJ United,50.0,https://www.procyclingstats.com/rider/josh-kench
719,RAFFERTY Adam,IE,Hagens Berman Jayco,50.0,https://www.procyclingstats.com/rider/adam-rafferty
720,HERZOG Emil,DE,Red Bull - BORA - hansgrohe,49.0,https://www.procyclingstats.com/rider/emil-herzog
721,WARBASSE Larry,US,Tudor Pro Cycling Team,49.0,https://www.procyclingstats.com/rider/lawrence-warbasse
722,BOLDYREV Matvei,RU,UAE Team Emirates Gen Z,49.0,https://www.procyclingstats.com/rider/matvei-boldyrev
723,ISASA Xabier,ES,Euskaltel - Euskadi,49.0,https://www.procyclingstats.com/rider/xabier-isasa-larranaga
724,MARIS Elias,BE,Team Flanders - Baloise,49.0,https://www.procyclingstats.com/rider/elias-maris
725,MALMBERG Matias,DK,Swatt Club,49.0,https://www.procyclingstats.com/rider/matias-malmberg
726,MIKAYILZADE Musa,AZ,,49.0,https://www.procyclingstats.com/rider/musa-mikayilzade
727,KYFFIN Zeb,GB,Terengganu Cycling Team,48.0,https://www.procyclingstats.com/rider/zeb-kyffin
728,RAFFERTY Darren,IE,EF Education - EasyPost,48.0,https://www.procyclingstats.com/rider/darren-rafferty
729,CISNEROS Jose Said,MX,Soudal Quick-Step Devo Team,48.0,https://www.procyclingstats.com/rider/jose-said-cisneros
730,VANHOOF Ward,BE,Team Flanders - Baloise,48.0,https://www.procyclingstats.com/rider/ward-vanhoof
731,DE CASSAN Davide,IT,General Store - Essegibi - F.Lli Curia,48.0,https://www.procyclingstats.com/rider/davide-de-cassan
732,NEUMAN Dominik,CZ,ATT Investments,48.0,https://www.procyclingstats.com/rider/dominik-neuman
733,VAHTRA Norman,EE,China Anta - Mentech Cycling Team,48.0,https://www.procyclingstats.com/rider/norman-vahtra
734,LANDA Mikel,ES,Soudal Quick-Step,48.0,https://www.procyclingstats.com/rider/mikel-landa
735,EEMAN Kamiel,BE,Lotto - Groupe Wanty,48.0,https://www.procyclingstats.com/rider/kamiel-eeman
736,STOSZ Patryk,PL,Voster Team,48.0,https://www.procyclingstats.com/rider/patryk-stosz
737,BAX Sjoerd,NL,Pinarello Q36.5 Pro Cycling Team,48.0,https://www.procyclingstats.com/rider/sjoerd-bax
738,VAN BELLE Loe,NL,Team Visma | Lease a Bike,48.0,https://www.procyclingstats.com/rider/loe-van-belle
739,LÓPEZ Harold Martín,EC,XDS Astana Team,47.0,https://www.procyclingstats.com/rider/harold-martin-lopez
740,GUDNITZ Joshua,DK,Team ColoQuick,47.0,https://www.procyclingstats.com/rider/joshua-gudnitz
741,FAURA José Luis,ES,Burgos Burpellet BH,46.0,https://www.procyclingstats.com/rider/jose-luis-faura-asensio
742,MILAN Matteo,IT,Groupama - FDJ United,46.0,https://www.procyclingstats.com/rider/matteo-milan
743,ØXENBERG Peter,DK,Netcompany INEOS,46.0,https://www.procyclingstats.com/rider/peter-oxenberg-hansen
744,DINA Márton,HU,MBH Bank CSB Telecom Fort,46.0,https://www.procyclingstats.com/rider/marton-dina
745,GONZÁLEZ Roberto Carlos,PA,Solution Tech NIPPO Rali,46.0,https://www.procyclingstats.com/rider/roberto-gonzalez
746,REIS Rafael,PT,Anicolor / Campicarn,46.0,https://www.procyclingstats.com/rider/rafael-reis
747,RAMÍREZ Mateo,EC,UAE Team Emirates Gen Z,46.0,https://www.procyclingstats.com/rider/mateo-pablo-ramirez
748,VAN BEKKUM Darren,NL,XDS Astana Team,45.0,https://www.procyclingstats.com/rider/darren-van-bekkum
749,MATTIO Pietro,IT,Team Visma | Lease a Bike,45.0,https://www.procyclingstats.com/rider/pietro-mattio
750,GENIETS Kevin,LU,Groupama - FDJ United,45.0,https://www.procyclingstats.com/rider/kevin-geniets
751,YU Yuanfeng,CN,China Anta - Mentech Cycling Team,45.0,https://www.procyclingstats.com/rider/yuanfeng-yu
752,NABERMAN Tim,NL,Team Picnic PostNL,45.0,https://www.procyclingstats.com/rider/tim-naberman
753,DOULL Owain,GB,Team Visma | Lease a Bike,45.0,https://www.procyclingstats.com/rider/owain-doull
754,KOLZE CHANGIZI Sebastian,DK,Tudor Pro Cycling Team,45.0,https://www.procyclingstats.com/rider/sebastian-kolze-changizi
755,KIELICH Timo,BE,Team Visma | Lease a Bike,45.0,https://www.procyclingstats.com/rider/timo-kielich
756,BAYER Tobias,AT,Alpecin - Premier Tech,45.0,https://www.procyclingstats.com/rider/tobias-bayer
757,LANHOVE Milan,BE,Team Flanders - Baloise,45.0,https://www.procyclingstats.com/rider/milan-lanhove
758,SVRČEK Martin,SK,Soudal Quick-Step,45.0,https://www.procyclingstats.com/rider/martin-svrcek
759,AVONDTS Mathis,BE,Azerion / Villa Valkenburg,45.0,https://www.procyclingstats.com/rider/mathis-avondts
760,HENNEQUIN Paul,FR,Euskaltel - Euskadi,45.0,https://www.procyclingstats.com/rider/paul-hennequin
761,FRAYRE Eder,MX,L39ION of Los Angeles,45.0,https://www.procyclingstats.com/rider/eder-frayre
762,GONZALEZ Jyven,BZ,L39ION of Los Angeles,45.0,https://www.procyclingstats.com/rider/jyven-gonzalez
763,HAMZA Yacine,DZ,Madar Pro Cycling Team,45.0,https://www.procyclingstats.com/rider/yacine-hamza
764,ROWE Elliot,GB,Team Visma | Lease a Bike Development,45.0,https://www.procyclingstats.com/rider/elliot-rowe
765,COSTA Fábio,PT,Feira dos Sofás - Boavista,45.0,https://www.procyclingstats.com/rider/fabio-manuel-fernandes-costa
766,HEREMANS Joppe,BE,Van Rysel Roubaix,44.0,https://www.procyclingstats.com/rider/joppe-heremans
767,CHU Tsun Wai,HK,HKSI Pro Cycling Team,44.0,https://www.procyclingstats.com/rider/tsun-wai-chu
768,KÄMNA Lennard,DE,Lidl - Trek,44.0,https://www.procyclingstats.com/rider/lennard-kamna
769,RUIZ Sebastian,MX,,44.0,https://www.procyclingstats.com/rider/sebastian-ruiz-teran
770,KONINGS Roan,NL,Metec - SOLARWATT p/b Mantel,44.0,https://www.procyclingstats.com/rider/roan-konings
771,BUCK JONES Huw,GB,Bourg-en-Bresse Ain Cyclisme,44.0,https://www.procyclingstats.com/rider/huw-buck-jones
772,IACOMONI Federico,IT,Team UKYO,43.0,https://www.procyclingstats.com/rider/federico-iacomoni
773,KONIJN Alexander,NL,Nice Métropole Côte d'Azur,43.0,https://www.procyclingstats.com/rider/alexander-konijn
774,DARBELLAY Valentin,CH,Elite Fondations Cycling Team,43.0,https://www.procyclingstats.com/rider/valentin-darbellay
775,STIANSEN Jesper,NO,Tudor Pro Cycling Team U23,43.0,https://www.procyclingstats.com/rider/jesper-stiansen
776,GIMENO Nil,ES,Equipo Kern Pharma,43.0,https://www.procyclingstats.com/rider/nil-gimeno
777,NARRAWAY Nicholas,BM,Competitive Edge Racing,43.0,https://www.procyclingstats.com/rider/nicholas-narraway
778,BOULAHOITE Rayan,FR,TotalEnergies,43.0,https://www.procyclingstats.com/rider/rayan-boulahoite
779,KACZMAREK Jakub,PL,Voster Team,43.0,https://www.procyclingstats.com/rider/jakub-kaczmarek
780,O'BRIEN Kelland,AU,Team Jayco AlUla,42.0,https://www.procyclingstats.com/rider/kelland-brien
781,SCHRETTL Marco,AT,XDS Astana Team,42.0,https://www.procyclingstats.com/rider/marco-schrettl
782,MACKELLAR Alastair,AU,EF Education - EasyPost,42.0,https://www.procyclingstats.com/rider/alastair-mackellar
783,NENCINI Tommaso,IT,Solution Tech NIPPO Rali,42.0,https://www.procyclingstats.com/rider/tommaso-nencini
784,GRIGNARD Sébastien,BE,Lotto Intermarché,42.0,https://www.procyclingstats.com/rider/sebastien-grignard
785,MERIS Sergio,IT,Unibet Rose Rockets,42.0,https://www.procyclingstats.com/rider/sergio-meris
786,PRADES Benjamín,ES,VC Fukuoka,42.0,https://www.procyclingstats.com/rider/benjamin-prades-reverter
787,ROGERS Cameron,AU,INEOS Grenadiers Racing Academy,42.0,https://www.procyclingstats.com/rider/cameron-rogers
788,NOVÁK Pavel,CZ,Movistar Team,41.0,https://www.procyclingstats.com/rider/pavel-novak
789,BARRY Ashlin,US,Team Visma | Lease a Bike Development,41.0,https://www.procyclingstats.com/rider/ashlin-barry
790,RAPP Jonas,DE,FNIX - SCOM - Hengxiang Cycling Team,41.0,https://www.procyclingstats.com/rider/jonas-rapp
791,BOLLE Bert,BE,VolkerWessels Cycling Team,41.0,https://www.procyclingstats.com/rider/bert-bolle
792,WAITES Thomas,AU,Koninklijke VC 't Meetjesland,41.0,https://www.procyclingstats.com/rider/thomas-waites
793,MAYER Alexandre,MU,Burgos Burpellet BH,41.0,https://www.procyclingstats.com/rider/alexandre-mayer
794,PORTER Rudy,AU,Team Jayco AlUla,40.0,https://www.procyclingstats.com/rider/rudy-porter
795,RESELL Erik Nordsæter,NO,Uno-X Mobility,40.0,https://www.procyclingstats.com/rider/erik-nordsaeter-resell
796,PITA Cristian David,EC,Roojai Insurance Winspace,40.0,https://www.procyclingstats.com/rider/cristian-david-pita
797,SYELHAN Muhammad,ID,ASC Monsters Indonesia,40.0,https://www.procyclingstats.com/rider/muhammad-syelhan
798,BASTIAENS Ayco,BE,Soudal Quick-Step,40.0,https://www.procyclingstats.com/rider/ayco-bastiaens
799,FINKŠT Tilen,SI,Solution Tech NIPPO Rali,40.0,https://www.procyclingstats.com/rider/tilen-finkst
800,ŠTAJNAR Mihael,SI,Pogi Team Gusto Ljubljana,40.0,https://www.procyclingstats.com/rider/mihael-stajnar
801,HODEG Álvaro José,CO,Team Medellín - EPM,40.0,https://www.procyclingstats.com/rider/alvaro-jose-hodeg
802,GACHIGNARD Thomas,FR,TotalEnergies,40.0,https://www.procyclingstats.com/rider/thomas-gachignard
803,LANGELLOTTI Victor,MC,XDS Astana Team,40.0,https://www.procyclingstats.com/rider/victor-langellotti
804,MASCIARELLI Lorenzo,IT,MBH Bank CSB Telecom Fort,40.0,https://www.procyclingstats.com/rider/lorenzo-masciarelli
805,MESSEL Kevin Andre Sandli,NO,Team Ringerike,40.0,https://www.procyclingstats.com/rider/kevin-andre-sandli-messel
806,FOFONOV Artëm,FR,XDS Astana Development Team,40.0,https://www.procyclingstats.com/rider/artem-fofonov
807,PRIETO José Antonio,MX,,39.0,https://www.procyclingstats.com/rider/jose-antonio-prieto
808,GIULIANO Dario,FR,Team Polti VisitMalta,39.0,https://www.procyclingstats.com/rider/dario-giuliano
809,HESTERS Jules,BE,Team Flanders - Baloise,39.0,https://www.procyclingstats.com/rider/jules-hesters
810,LINAREZ Leangel Rubén,VE,Tavfer-Ovos Matinados-Mortágua,39.0,https://www.procyclingstats.com/rider/leangel-linarez
811,BARONCINI Filippo,IT,UAE Team Emirates - XRG,39.0,https://www.procyclingstats.com/rider/filippo-baroncini
812,GARCÍA PIERNA Carlos,ES,Burgos Burpellet BH,39.0,https://www.procyclingstats.com/rider/carlos-garcia-pierna
813,MAYRHOFER Marius,DE,Tudor Pro Cycling Team,39.0,https://www.procyclingstats.com/rider/marius-mayrhofer
814,TAMM Lauri,EE,Charvieu Chavagneux Isère Cyclisme,39.0,https://www.procyclingstats.com/rider/lauri-tamm
815,NYS Thibau,BE,Lidl - Trek,39.0,https://www.procyclingstats.com/rider/thibau-nys
816,CAMPOS Francisco,PT,Team Tavira / Crédito Agrícola,39.0,https://www.procyclingstats.com/rider/francisco-campos
817,BAIS Davide,IT,Team Polti VisitMalta,38.0,https://www.procyclingstats.com/rider/davide-bais
818,WEISS Fabian,CH,Tudor Pro Cycling Team,38.0,https://www.procyclingstats.com/rider/fabian-weiss
819,LOZOUET Léandre,FR,CIC Pro Cycling Academy,38.0,https://www.procyclingstats.com/rider/leandre-lozouet
820,TODOME Yuhi,JP,Aisan Racing Team,38.0,https://www.procyclingstats.com/rider/yuhi-todome
821,PONOMAR Andrii,UA,General Store - Essegibi - F.Lli Curia,38.0,https://www.procyclingstats.com/rider/andrii-ponomar
822,PETER Jannis,DE,Unibet Rose Rockets,38.0,https://www.procyclingstats.com/rider/jannis-peter
823,DE PRETTO Davide,IT,Team Jayco AlUla,38.0,https://www.procyclingstats.com/rider/davide-de-pretto
824,DIJKMAN Daan,NL,UAE Team Emirates Gen Z,38.0,https://www.procyclingstats.com/rider/daan-dijkman
825,D'AIUTO Filippo,IT,General Store - Essegibi - F.Lli Curia,38.0,https://www.procyclingstats.com/rider/filippo-d-aiuto
826,HUISING Menno,NL,Team Visma | Lease a Bike,38.0,https://www.procyclingstats.com/rider/menno-huising
827,DEL PINO Jesus,ES,Aviludo - Louletano - Loulé,38.0,https://www.procyclingstats.com/rider/jesus-del-pino
828,DEPUYDT Daan,BE,Baloise Verzekeringen - Het Poetsbureau Lions,38.0,https://www.procyclingstats.com/rider/daan-depuydt
829,DINHAM Matthew,AU,Team Picnic PostNL,37.0,https://www.procyclingstats.com/rider/matthew-dinham
830,SERRANO Gonzalo,ES,Movistar Team,37.0,https://www.procyclingstats.com/rider/gonzalo-serrano
831,GIAIMI Luca,IT,UAE Team Emirates - XRG,37.0,https://www.procyclingstats.com/rider/luca-giaimi
832,DUNWOODY Seth,IE,Bahrain Victorious Development Team,37.0,https://www.procyclingstats.com/rider/seth-dunwoody
833,VAN TRICHT Stan,BE,Soudal Quick-Step Devo Team,37.0,https://www.procyclingstats.com/rider/stan-van-tricht
834,ERMAKOV Roman,SI,Bahrain - Victorious,37.0,https://www.procyclingstats.com/rider/roman-ermakov
835,DUARTE Emanuel,PT,Credibom / LA Alumínios / Marcos Car,37.0,https://www.procyclingstats.com/rider/emanuel-duarte
836,DE PLUS Laurens,BE,Netcompany INEOS,37.0,https://www.procyclingstats.com/rider/laurens-de-plus
837,KUKRLE Michael,CZ,Kasper crypto4me,37.0,https://www.procyclingstats.com/rider/michael-kukrle
838,CHAMPION Thomas,FR,St Michel - Preference Home - Auber93,37.0,https://www.procyclingstats.com/rider/thomas-champion
839,HENAO Sergio,CO,Nu Colombia,37.0,https://www.procyclingstats.com/rider/sergio-luis-henao
840,DALBY Simon,DK,Uno-X Mobility,37.0,https://www.procyclingstats.com/rider/simon-dalby
841,BURNS Luke,AU,Victoire Hiroshima,37.0,https://www.procyclingstats.com/rider/luke-burns
842,PRICE-PEJTERSEN Johan,DK,Alpecin - Premier Tech,37.0,https://www.procyclingstats.com/rider/johan-price-pejtersen
843,MOURIS Wessel,NL,Unibet Rose Rockets,36.0,https://www.procyclingstats.com/rider/wessel-mouris
844,KHADBAATAR Temuulen,MN,Roojai Insurance Winspace,36.0,https://www.procyclingstats.com/rider/temuulen-khadbaatar
845,XUE Ming,CN,Li Ning Star,36.0,https://www.procyclingstats.com/rider/ming-xue
846,TAKHIROV Diyor,UZ,7 Saber Uzbekistan Cycling Team,36.0,https://www.procyclingstats.com/rider/diyor-takhirov
847,MEZGEC Luka,SI,Team Jayco AlUla,36.0,https://www.procyclingstats.com/rider/luka-mezgec
848,ARRIOLABENGOA Julen,ES,Caja Rural - Seguros RGA,36.0,https://www.procyclingstats.com/rider/julen-arriola-bengoa-beitia
849,QUINTANA Hector Exequiel,CL,Plus Performance - ZEO Sport,36.0,https://www.procyclingstats.com/rider/hector-exequiel-quintana-vidal
850,VÉLEZ Cristian Damián,CO,Team Sistecredito,36.0,https://www.procyclingstats.com/rider/cristian-damian-velez
851,MARCHAND Gianni,BE,Tarteletto - Isorex,36.0,https://www.procyclingstats.com/rider/gianni-marchand
852,ADAM Guillaume,FR,Veloce Club Rouen 76,36.0,https://www.procyclingstats.com/rider/guillaume-adam
853,POMORSKI Michał,PL,ATT Investments,36.0,https://www.procyclingstats.com/rider/michal-pomorski
854,ENKHTAIVAN Bolor-erdene,MN,Huansheng - Vonoa - Taishan Sport Team,36.0,https://www.procyclingstats.com/rider/bolor-erdene-enkhtaivan
855,MORO Manlio,IT,Movistar Team,35.0,https://www.procyclingstats.com/rider/manlio-moro
856,FELDMANN Karsten Larsen,NO,Unibet Rose Rockets,35.0,https://www.procyclingstats.com/rider/karsten-larsen-feldmann
857,TU Sergio,TW,Astemo Utsunomiya Blitzen,35.0,https://www.procyclingstats.com/rider/chih-hao-tu
858,NG Pak Hang,HK,HKSI Pro Cycling Team,35.0,https://www.procyclingstats.com/rider/pak-hang-ng
859,PAASSCHENS Mathijs,NL,Bahrain - Victorious,35.0,https://www.procyclingstats.com/rider/mathijs-paasschens
860,FRISON Frederik,BE,Pinarello Q36.5 Pro Cycling Team,35.0,https://www.procyclingstats.com/rider/frederik-frison
861,RACCANI Simone,IT,Team UKYO,35.0,https://www.procyclingstats.com/rider/simone-raccani
862,CARSTENSEN Lucas,DE,Kinan Racing Team,35.0,https://www.procyclingstats.com/rider/lucas-carstensen
863,METZGER Gabriel,BR,ACRS Cycling Team,35.0,https://www.procyclingstats.com/rider/gabriel-metzger
864,DONZÉ Robin,CH,Tudor Pro Cycling Team,35.0,https://www.procyclingstats.com/rider/robin-donze
865,MAIRE Adrien,FR,Unibet Rose Rockets,35.0,https://www.procyclingstats.com/rider/adrien-maire
866,DELGADO David,ES,Quick Pro Team,35.0,https://www.procyclingstats.com/rider/david-delgado
867,HELLEMOSE Asbjørn,DK,Team Jayco AlUla,35.0,https://www.procyclingstats.com/rider/asbjorn-hellemose
868,STOJNIĆ Veljko,RS,Team United Shipping,35.0,https://www.procyclingstats.com/rider/veljko-stojnic
869,ASSAL Mohamed Nadjib,DZ,Madar Pro Cycling Team,35.0,https://www.procyclingstats.com/rider/mohamed-nadjib-assal
870,GUERNALEC Thibault,FR,TotalEnergies,35.0,https://www.procyclingstats.com/rider/thibault-guernalec
871,ABREU Jorge,VE,Fina Arroz CES Multimarcas Bancamiga,34.0,https://www.procyclingstats.com/rider/jorge-abreu-soler
872,KELEMEN Petr,CZ,Tudor Pro Cycling Team,34.0,https://www.procyclingstats.com/rider/petr-kelemen
873,AMAN Awet,ER,Istanbul Team,34.0,https://www.procyclingstats.com/rider/awet-aman
874,BAUDRY Julian,AU,Team Brennan,34.0,https://www.procyclingstats.com/rider/julian-baudry
875,ABAY Burak,TR,Konya Büyükşehir Belediye Spor,34.0,https://www.procyclingstats.com/rider/burak-abay
876,ANTONENKO Heorhii,UA,Energus Cycling Team,34.0,https://www.procyclingstats.com/rider/heorhii-antonenko
877,ZÜGER Andrin,CH,Run & Race - Solarpur,34.0,https://www.procyclingstats.com/rider/andrin-zuger
878,CRETTI Luca,IT,MBH Bank CSB Telecom Fort,34.0,https://www.procyclingstats.com/rider/luca-cretti
879,BORREMANS Kasper,FI,Bahrain Victorious Development Team,34.0,https://www.procyclingstats.com/rider/kasper-borremans
880,POWLESS Neilson,US,EF Education - EasyPost,34.0,https://www.procyclingstats.com/rider/neilson-powless
881,MÉNDEZ Arlex José,VE,Alicanto Consulting G Kino Tachira,33.0,https://www.procyclingstats.com/rider/arlex-jose-rueda
882,BOWER Lewis,NZ,Groupama - FDJ United,33.0,https://www.procyclingstats.com/rider/lewis-bower
883,MULUGETA Yafiet,ER,,33.0,https://www.procyclingstats.com/rider/yafiet-mulugeta
884,WANG Gustav,DK,XDS Astana Development Team,33.0,https://www.procyclingstats.com/rider/gustav-wang
885,CONFORTI Lorenzo,IT,Bardiani CSF 7 Saber,33.0,https://www.procyclingstats.com/rider/lorenzo-conforti
886,BOUQUET Axel,FR,St Michel - Preference Home - Auber93,33.0,https://www.procyclingstats.com/rider/axel-bouquet
887,GEORGE Alfred,GB,Elite Fondations Cycling Team,33.0,https://www.procyclingstats.com/rider/alfred-george
888,VITTINGHUS STOKBRO Sylvester,DK,AIRTOX - Carl Ras,33.0,https://www.procyclingstats.com/rider/sylvester-vittinghus-stokbro
889,KROONEN Max,NL,BEAT CC p/b Saxo,33.0,https://www.procyclingstats.com/rider/max-kroonen
890,MAULANA Astnan,ID,Nusantara Cycling Team,32.0,https://www.procyclingstats.com/rider/astnan-maulana
891,PROĆ Bartłomiej,PL,Wibatech Lubelskie Perła Polski,32.0,https://www.procyclingstats.com/rider/bartlomiej-proc
892,ARRIGHETTI Nicolo',IT,General Store - Essegibi - F.Lli Curia,32.0,https://www.procyclingstats.com/rider/nicolo-arrighetti
893,REEMEIJER Niels,NL,Wielerploeg Groot Amsterdam,32.0,https://www.procyclingstats.com/rider/niels-reemeijer
894,HERREÑO Martin Santiago,CO,Bardiani CSF 7 Saber,32.0,https://www.procyclingstats.com/rider/martin-santiago-herreno
895,STOKBRO Andreas,DK,Team ColoQuick,32.0,https://www.procyclingstats.com/rider/andreas-stokbro
896,PÉREZ César,ES,Equipo Kern Pharma,31.0,https://www.procyclingstats.com/rider/cesar-perez-lopez
897,KAJAMINI Florian Samuel,IT,MBH Bank CSB Telecom Fort,31.0,https://www.procyclingstats.com/rider/florian-samuel-kajamini
898,DELLE VEDOVE Alessio,IT,XDS Astana Development Team,31.0,https://www.procyclingstats.com/rider/alessio-delle-vedove
899,BÉNÉTEAU Lucas,FR,St Michel - Preference Home - Auber93,31.0,https://www.procyclingstats.com/rider/lucas-beneteau
900,ROYAN Muhammad Andy,ID,Nusantara Cycling Team,31.0,https://www.procyclingstats.com/rider/muhammad-andy-royan
901,KAM Chin Pok,MO,China Anta - Mentech Cycling Team,31.0,https://www.procyclingstats.com/rider/chin-pok-kam
902,VADIC Baptiste,FR,TotalEnergies,31.0,https://www.procyclingstats.com/rider/baptiste-vadic
903,NEAVES Jadian,TT,,31.0,https://www.procyclingstats.com/rider/jadian-neaves
904,BARRILLOT Bohémond,FR,AVC Aix Provence Dole,31.0,https://www.procyclingstats.com/rider/bohemond-barrillot
905,GUAVITA Cesar David,CO,Best PC Ecuador,31.0,https://www.procyclingstats.com/rider/cesar-david-guavita
906,GODFROID Olivier,BE,Baloise Verzekeringen - Het Poetsbureau Lions,31.0,https://www.procyclingstats.com/rider/olivier-godfroid
907,HOWELL Adam,GB,Bourg-en-Bresse Ain Cyclisme,31.0,https://www.procyclingstats.com/rider/adam-howell
908,RAGILO Frank Aron,EE,Lucky Sport Cycling Team,31.0,https://www.procyclingstats.com/rider/frank-aron-ragilo
909,THOMPSON Reuben,NZ,Lotto Intermarché,30.0,https://www.procyclingstats.com/rider/reuben-thompson
910,HAMILTON Lucas,AU,Netcompany INEOS,30.0,https://www.procyclingstats.com/rider/lucas-hamilton
911,DESAL Ceriel,BE,Soudal Quick-Step Devo Team,30.0,https://www.procyclingstats.com/rider/ceriel-desal
912,CHIKWAKA Andrew,ZW,,30.0,https://www.procyclingstats.com/rider/andrew-chikwaka
913,TONELLI Alessandro,IT,Team Polti VisitMalta,30.0,https://www.procyclingstats.com/rider/alessandro-tonelli
914,MESA Santiago,CO,Anicolor / Campicarn,30.0,https://www.procyclingstats.com/rider/santiago-mesa-pietralunga
915,KRUIJSWIJK Steven,NL,Team Visma | Lease a Bike,30.0,https://www.procyclingstats.com/rider/steven-kruijswijk
916,LAMPAERT Yves,BE,Soudal Quick-Step,30.0,https://www.procyclingstats.com/rider/yves-lampaert
917,ALLEGAERT Piet,BE,Cofidis,30.0,https://www.procyclingstats.com/rider/piet-allegaert
918,KOECH Silas,DE,Team Lotto Kern-Haus Outlet Montabaur,30.0,https://www.procyclingstats.com/rider/silas-koech
919,BRADÁČ Adam,CZ,Factor Racing,30.0,https://www.procyclingstats.com/rider/adam-bradac
920,FAURE PROST Alexy,FR,Team Picnic PostNL,30.0,https://www.procyclingstats.com/rider/alexy-faure-prost
921,TAROZZI Manuele,IT,Bardiani CSF 7 Saber,30.0,https://www.procyclingstats.com/rider/manuele-tarozzi
922,SUNEKÆR NORSGAARD Mathias,DK,Lidl - Trek,30.0,https://www.procyclingstats.com/rider/mathias-norsgaard
923,BOMFIM DE ALMEIDA Luiz Fernando,BR,Localiza Meoo / Swift Pro Cycling,30.0,https://www.procyclingstats.com/rider/luiz-fernando-bomfim-de-almeida
924,DOMÍNGUEZ David,ES,Feira dos Sofás - Boavista,30.0,https://www.procyclingstats.com/rider/david-dominguez-vilchez
925,STAUNE-MITTET Johannes,NO,Decathlon CMA CGM Team,30.0,https://www.procyclingstats.com/rider/johannes-staune-mittet
926,HAUG Kieran,US,Modern Adventure Pro Cycling,30.0,https://www.procyclingstats.com/rider/kieran-haug
927,LANDBO Mads,DK,Team ColoQuick,30.0,https://www.procyclingstats.com/rider/mads-landbo
928,ROCHAS Rémy,FR,Groupama - FDJ United,30.0,https://www.procyclingstats.com/rider/remy-rochas
929,JÓNSSON Davíð,IS,Team Cranks,30.0,https://www.procyclingstats.com/rider/david-jonsson
930,SIMSON Jorryn,SR,,30.0,https://www.procyclingstats.com/rider/jorryn-simson
931,ALPHONSE Denver,LC,,30.0,https://www.procyclingstats.com/rider/denver-alphonse
