rank,name,nationality,team,points,rider_url
448,JASIM AL-ALI Abdulla,AE,UAE Team Emirates Gen Z,98.0,https://www.procyclingstats.com/rider/abdulla-jasim-al-ali
449,DEHAIRS Simon,BE,Alpecin - Premier Tech,98.0,https://www.procyclingstats.com/rider/simon-dehairs
450,AFFINI Edoardo,IT,Team Visma | Lease a Bike,98.0,https://www.procyclingstats.com/rider/edoardo-affini
451,BOCK Max,DE,Red Bull - BORA - hansgrohe Rookies,98.0,https://www.procyclingstats.com/rider/max-bock
452,SCHACHMANN Maximilian,DE,Soudal Quick-Step,98.0,https://www.procyclingstats.com/rider/maximilian-schachmann
453,VAN GESTEL Dries,BE,Soudal Quick-Step,97.0,https://www.procyclingstats.com/rider/dries-van-gestel
454,SCALCO Matteo,IT,XDS Astana Development Team,97.0,https://www.procyclingstats.com/rider/matteo-scalco
455,PACHER Quentin,FR,Groupama - FDJ United,97.0,https://www.procyclingstats.com/rider/quentin-pacher
456,OLIVEIRA Nelson,PT,Movistar Team,96.0,https://www.procyclingstats.com/rider/nelson-oliveira
457,LØLAND Sakarias Koller,NO,Uno-X Mobility,96.0,https://www.procyclingstats.com/rider/sakarias-koller-loland
458,PEDERSEN Rasmus Søjberg,DK,Decathlon CMA CGM Team,96.0,https://www.procyclingstats.com/rider/rasmus-sojbergpedersen
459,RAILEANU Cristian,RO,Li Ning Star,95.0,https://www.procyclingstats.com/rider/cristian-raileanu
460,HAMILTON Chris,AU,Team Picnic PostNL,95.0,https://www.procyclingstats.com/rider/chris-hamilton
461,HALLER Marco,AT,Tudor Pro Cycling Team,95.0,https://www.procyclingstats.com/rider/marco-haller
462,PERSICO Davide,IT,MBH Bank CSB Telecom Fort,95.0,https://www.procyclingstats.com/rider/davide-persico
463,ASGREEN Kasper,DK,EF Education - EasyPost,95.0,https://www.procyclingstats.com/rider/kasper-asgreen
464,BELOHVOŠČIKS Kristiāns,LV,BIKE AID,95.0,https://www.procyclingstats.com/rider/kristians-belohvosciks
465,GARIBBO Nicolò,IT,Team UKYO,94.0,https://www.procyclingstats.com/rider/nicolo-garibbo
466,DRIESEN Niels,BE,Lotto - Groupe Wanty,93.0,https://www.procyclingstats.com/rider/niels-driesen
467,MOLLEMA Bauke,NL,Lidl - Trek,93.0,https://www.procyclingstats.com/rider/bauke-mollema
468,ÄRM Rait,EE,Energus Cycling Team,93.0,https://www.procyclingstats.com/rider/rait-arm
469,DUPONT Timothy,BE,Tarteletto - Isorex,92.0,https://www.procyclingstats.com/rider/timothy-dupont
470,VANHUFFEL Matteo,BE,Development Team Picnic PostNL,92.0,https://www.procyclingstats.com/rider/matteo-vanhuffel
471,ALBANESE Vincenzo,IT,EF Education - EasyPost,92.0,https://www.procyclingstats.com/rider/vincenzo-albanese
472,DE BONDT Dries,BE,Team Jayco AlUla,92.0,https://www.procyclingstats.com/rider/dries-de-bondt
473,GONZÁLEZ David,ES,Pinarello Q36.5 Pro Cycling Team,92.0,https://www.procyclingstats.com/rider/david-gonzalez-lopez
474,REINDERS Elmar,NL,Unibet Rose Rockets,91.0,https://www.procyclingstats.com/rider/elmar-reinders
475,SÜTTERLIN Jasha,DE,Team Jayco AlUla,91.0,https://www.procyclingstats.com/rider/jasha-sutterlin
476,JOHANNESSEN Anders Halland,NO,Uno-X Mobility,91.0,https://www.procyclingstats.com/rider/anders-halland-johannessen
477,VELASCO Simone,IT,XDS Astana Team,90.0,https://www.procyclingstats.com/rider/simone-velasco
478,MANENTI Marco,IT,Bardiani CSF 7 Saber,90.0,https://www.procyclingstats.com/rider/marco-manenti1
479,LIEPIŅŠ Emīls,LV,Pinarello Q36.5 Pro Cycling Team,90.0,https://www.procyclingstats.com/rider/emils-liepins
480,JASCH Lennart,DE,Tudor Pro Cycling Team,90.0,https://www.procyclingstats.com/rider/lennart-jasch
481,PICKERING Finlay,GB,Team Jayco AlUla,90.0,https://www.procyclingstats.com/rider/finlay-pickering
482,BAIS Mattia,IT,Team Polti VisitMalta,89.0,https://www.procyclingstats.com/rider/mattia-bais
483,SWIFT Connor,GB,Netcompany INEOS,89.0,https://www.procyclingstats.com/rider/connor-swift
484,VAN DEN BERG Julius,NL,Team Picnic PostNL,89.0,https://www.procyclingstats.com/rider/julius-van-den-berg
485,BOU Joan,ES,Caja Rural - Seguros RGA,89.0,https://www.procyclingstats.com/rider/joan-bou
486,GRAAT Tijmen,NL,Team Visma | Lease a Bike,88.0,https://www.procyclingstats.com/rider/tijmen-graat
487,ADAMIETZ Johannes,DE,REMBE | rad-net,88.0,https://www.procyclingstats.com/rider/johannes-adamietz
488,MADOUAS Valentin,FR,Groupama - FDJ United,88.0,https://www.procyclingstats.com/rider/valentin-madouas
489,OLIVEIRA Ivo,PT,UAE Team Emirates - XRG,87.0,https://www.procyclingstats.com/rider/ivo-emanuel-alves
490,DE LA CALLE Hugo,ES,Burgos Burpellet BH,87.0,https://www.procyclingstats.com/rider/hugo-de-la-calle-arango
491,DECOMBLE Maxime,FR,Groupama - FDJ United,87.0,https://www.procyclingstats.com/rider/maxime-decomble
492,TEUNS Dylan,BE,Cofidis,87.0,https://www.procyclingstats.com/rider/dylan-teuns
493,TRONCHON Bastien,FR,Groupama - FDJ United,87.0,https://www.procyclingstats.com/rider/bastien-tronchon
494,ZEMKE Jermaine,DE,REMBE | rad-net,87.0,https://www.procyclingstats.com/rider/jermaine-zemke
495,BESSEGA Gabriele,IT,Team Polti VisitMalta,87.0,https://www.procyclingstats.com/rider/gabriele-bessega
496,DONNENWIRTH Tom,FR,Groupama - FDJ United,86.0,https://www.procyclingstats.com/rider/tom-donnenwirth
497,LE BERRE Mathis,FR,TotalEnergies,86.0,https://www.procyclingstats.com/rider/mathis-le-berre
498,SKAARSETH Anders,NO,Uno-X Mobility,85.0,https://www.procyclingstats.com/rider/anders-skaarseth
499,SORARRAIN Gorka,ES,Caja Rural - Seguros RGA,85.0,https://www.procyclingstats.com/rider/gorka-sorarrain
500,DARDER Sergi,ES,Caja Rural - Seguros RGA,85.0,https://www.procyclingstats.com/rider/sergi-darder
501,BURGAUDEAU Mathieu,FR,TotalEnergies,85.0,https://www.procyclingstats.com/rider/mathieu-burgaudeau
502,ETXEBERRIA Haimar,ES,Red Bull - BORA - hansgrohe,84.0,https://www.procyclingstats.com/rider/haimar-etxeberria
503,PEDERSEN Casper,DK,Soudal Quick-Step,84.0,https://www.procyclingstats.com/rider/casper-pedersen
504,JARNET Maxime,FR,Van Rysel Roubaix,84.0,https://www.procyclingstats.com/rider/maxime-jarnet
505,THEUNS Edward,BE,Lidl - Trek,84.0,https://www.procyclingstats.com/rider/edward-theuns
506,MAISONOBE Sam,FR,Cofidis,84.0,https://www.procyclingstats.com/rider/sam-maisonobe
507,ROULAND Louis,FR,Cofidis,83.0,https://www.procyclingstats.com/rider/louis-rouland
508,VAN BOVEN Luca,BE,Lotto Intermarché,83.0,https://www.procyclingstats.com/rider/luca-van-boven
509,VAN DER TUUK Axel,NL,Euskaltel - Euskadi,83.0,https://www.procyclingstats.com/rider/axel-van-der-tuuk
510,ANDERSEN Mads,DK,Swatt Club,83.0,https://www.procyclingstats.com/rider/mads-andersen
511,TSARENKO Kyrylo,UA,Solution Tech NIPPO Rali,83.0,https://www.procyclingstats.com/rider/kyrylo-tsarenko
512,CONCI Nicola,IT,XDS Astana Team,82.0,https://www.procyclingstats.com/rider/nicola-conci
513,VAN MECHELEN Vlad,BE,Bahrain - Victorious,82.0,https://www.procyclingstats.com/rider/vlad-van-mechelen
514,DAUPHIN Florian,FR,TotalEnergies,82.0,https://www.procyclingstats.com/rider/florian-dauphin
515,TRATNIK Jan,SI,Red Bull - BORA - hansgrohe,82.0,https://www.procyclingstats.com/rider/jan-tratnik
516,GAFFURI Mattia,IT,Team Picnic PostNL,82.0,https://www.procyclingstats.com/rider/mattia-gaffuri
517,ALAPHILIPPE Julian,FR,Tudor Pro Cycling Team,82.0,https://www.procyclingstats.com/rider/julian-alaphilippe
518,MAGLI Filippo,IT,Bardiani CSF 7 Saber,82.0,https://www.procyclingstats.com/rider/filippo-magli2
519,BALDERSTONE Abel,ES,Caja Rural - Seguros RGA,82.0,https://www.procyclingstats.com/rider/abel-balderstone-roumens
520,COVI Alessandro,IT,Team Jayco AlUla,81.0,https://www.procyclingstats.com/rider/alessandro-covi
521,GEENS Jonas,BE,Alpecin - Premier Tech,81.0,https://www.procyclingstats.com/rider/jonas-geens
522,RENARD-HAQUIN Henri-François,FR,Team Picnic PostNL,80.0,https://www.procyclingstats.com/rider/henri-francois-renard-haquin
523,TORRES Pablo,ES,UAE Team Emirates - XRG,80.0,https://www.procyclingstats.com/rider/pablo-torres-arias
524,ZUKOWSKY Nickolas,CA,Pinarello Q36.5 Pro Cycling Team,80.0,https://www.procyclingstats.com/rider/nickolas-zukowsky
525,JACOBS Johan,CH,Groupama - FDJ United,80.0,https://www.procyclingstats.com/rider/johan-jacobs
526,VARGAS Wálter,CO,Team Medellín - EPM,80.0,https://www.procyclingstats.com/rider/walter-vargas
527,PĘKALA Piotr,PL,ATT Investments,80.0,https://www.procyclingstats.com/rider/piotr-pekala
528,GIDDINGS Joshua,GB,Lotto Intermarché,79.0,https://www.procyclingstats.com/rider/joshua-giddings
529,LAU Wan Yau Vincent,HK,Roojai Insurance Winspace,79.0,https://www.procyclingstats.com/rider/wan-yau-lau
530,LOUVEL Matis,FR,NSN Cycling Team,79.0,https://www.procyclingstats.com/rider/matis-louvel
531,BJERG Mikkel,DK,UAE Team Emirates - XRG,79.0,https://www.procyclingstats.com/rider/mikkel-bjerg
532,SHNYRKO Aliaksei,BY,Li Ning Star,78.0,https://www.procyclingstats.com/rider/alexei-shnyrko
533,STANNARD Robert,AU,Bahrain - Victorious,78.0,https://www.procyclingstats.com/rider/robert-stannard
534,KOCKELMANN Mathieu,LU,Lotto Intermarché,78.0,https://www.procyclingstats.com/rider/mathieu-kockelmann
535,THONNON Senne,BE,Team Flanders - Baloise,78.0,https://www.procyclingstats.com/rider/senne-thonnon
536,VAN BAARLE Dylan,NL,Soudal Quick-Step,78.0,https://www.procyclingstats.com/rider/dylan-van-baarle
537,MASNADA Fausto,IT,MBH Bank CSB Telecom Fort,78.0,https://www.procyclingstats.com/rider/fausto-masnada
538,KLUCKERS Arthur,LU,Tudor Pro Cycling Team,77.0,https://www.procyclingstats.com/rider/arthur-kluckers
539,PARET-PEINTRE Aurélien,FR,Decathlon CMA CGM Team,77.0,https://www.procyclingstats.com/rider/aurelien-paret-peintre
540,FERRON Valentin,FR,Cofidis,77.0,https://www.procyclingstats.com/rider/valentin-ferron
541,TEUGELS Lennert,BE,Tarteletto - Isorex,77.0,https://www.procyclingstats.com/rider/lennert-teugels
542,VERVAEKE Louis,BE,Soudal Quick-Step,76.0,https://www.procyclingstats.com/rider/louis-vervaeke
543,ROTA Lorenzo,IT,Lotto Intermarché,76.0,https://www.procyclingstats.com/rider/lorenzo-rota
544,CARR Simon,GB,Cofidis,76.0,https://www.procyclingstats.com/rider/simon-carr
545,BERNARD Julien,FR,Lidl - Trek,76.0,https://www.procyclingstats.com/rider/julien-bernard
546,ZOMERMAAND Jurgen,NL,Development Team Picnic PostNL,76.0,https://www.procyclingstats.com/rider/jurgen-zomermaand
547,MELLANO Ludovico Maria,IT,XDS Astana Development Team,76.0,https://www.procyclingstats.com/rider/ludovico-maria-mellano
548,SINSCHEK Nils,NL,Li Ning Star,75.0,https://www.procyclingstats.com/rider/nils-sinschek
549,LOZANO Juan Pedro,ES,Terengganu Cycling Team,75.0,https://www.procyclingstats.com/rider/juan-pedro-lozano
550,EENKHOORN Pascal,NL,Soudal Quick-Step,75.0,https://www.procyclingstats.com/rider/pascal-eenkhoorn
551,MOSCON Gianni,IT,Red Bull - BORA - hansgrohe,75.0,https://www.procyclingstats.com/rider/gianni-moscon
552,KÜNG Stefan,CH,Tudor Pro Cycling Team,75.0,https://www.procyclingstats.com/rider/stefan-kung
553,COBARRUBIA Leonardo,AR,,75.0,https://www.procyclingstats.com/rider/leonardo-cobarrubia
554,BAGATIN Christian,IT,MBH Bank CSB Telecom Fort,75.0,https://www.procyclingstats.com/rider/christian-bagatin
555,NEVES José,PT,GI Group Holding - Simoldes - UDO,75.0,https://www.procyclingstats.com/rider/jose-carlos-prates-neves-fernandes
556,CHAMBERLAIN Oscar,AU,Decathlon CMA CGM Team,74.0,https://www.procyclingstats.com/rider/oscar-chamberlain
557,HESSMANN Michel,DE,Movistar Team,74.0,https://www.procyclingstats.com/rider/michel-hessmann
558,LABROSSE Jordan,FR,Decathlon CMA CGM Team,74.0,https://www.procyclingstats.com/rider/jordan-labrosse
559,SHAW James,GB,EF Education - EasyPost,74.0,https://www.procyclingstats.com/rider/james-shaw
560,RIKUNOV Petr,RU,Wheeltop Rotor Chengdu Team,74.0,https://www.procyclingstats.com/rider/petr-rikunov
561,VAN DEN BOSSCHE Fabio,BE,Soudal Quick-Step,73.0,https://www.procyclingstats.com/rider/fabio-van-den-bossche
562,SYRITSA Gleb,RU,XDS Astana Team,73.0,https://www.procyclingstats.com/rider/gleb-syritsa
563,VAN ASBROECK Tom,BE,NSN Cycling Team,73.0,https://www.procyclingstats.com/rider/tom-van-asbroeck
564,HOOGENDOORN Roy,NL,Metec - SOLARWATT p/b Mantel,73.0,https://www.procyclingstats.com/rider/roy-hoogendoorn
565,CAMARGO Diego Andrés,CO,Team Medellín - EPM,73.0,https://www.procyclingstats.com/rider/diego-andres-camargo
566,MILTIADIS Andreas,CY,Quick Pro Team,72.0,https://www.procyclingstats.com/rider/andreas-miltiadis
567,LEONARD Michael,CA,EF Education - EasyPost,72.0,https://www.procyclingstats.com/rider/michael-leonard1
568,HOELGAARD Markus,NO,Uno-X Mobility,72.0,https://www.procyclingstats.com/rider/markus-hoelgaard
569,COLNAGHI Luca,IT,Bardiani CSF 7 Saber,72.0,https://www.procyclingstats.com/rider/luca-colnaghi
570,THIERRY Pierre,FR,TotalEnergies,72.0,https://www.procyclingstats.com/rider/pierre-thierry
571,BEISEMBAY Mansur,KZ,XDS Astana Development Team,71.0,https://www.procyclingstats.com/rider/mansur-beisembay
572,FRĄTCZAK Radosław,PL,Wibatech Lubelskie Perła Polski,71.0,https://www.procyclingstats.com/rider/radoslaw-fratczak
573,GAUDU David,FR,Groupama - FDJ United,71.0,https://www.procyclingstats.com/rider/david-gaudu
574,VERGALLITO Luca,IT,Alpecin - Premier Tech,71.0,https://www.procyclingstats.com/rider/luca-vergallito
575,AVANCINI Henrique da Silva,BR,Localiza Meoo / Swift Pro Cycling,71.0,https://www.procyclingstats.com/rider/henrique-da-silva-avancini
576,BLUME LEVY William,DK,Uno-X Mobility,71.0,https://www.procyclingstats.com/rider/william-blume-levy
577,SAINBAYAR Jambaljamts,MN,Burgos Burpellet BH,70.0,https://www.procyclingstats.com/rider/jambaljamts-sainbayar
578,HAIG Jack,AU,Netcompany INEOS,70.0,https://www.procyclingstats.com/rider/jack-haig
579,KOISHI Yuma,JP,Kinan Racing Team,70.0,https://www.procyclingstats.com/rider/yuma-koishi
580,JUUL-JENSEN Christopher,DK,Team Jayco AlUla,70.0,https://www.procyclingstats.com/rider/christopher-juul-jensen
581,RUTSCH Jonas,DE,Lotto Intermarché,70.0,https://www.procyclingstats.com/rider/jonas-rutsch
582,DAINESE Alberto,IT,Soudal Quick-Step,70.0,https://www.procyclingstats.com/rider/alberto-dainese
583,BARTHE Cyril,FR,Groupama - FDJ United,70.0,https://www.procyclingstats.com/rider/cyril-barthe
584,PŘIDAL Tomáš,CZ,Team United Shipping,70.0,https://www.procyclingstats.com/rider/tomas-pridal
585,VAN UDEN Casper,NL,Team Picnic PostNL,69.0,https://www.procyclingstats.com/rider/casper-van-uden
586,OOMEN Sam,NL,Lidl - Trek,69.0,https://www.procyclingstats.com/rider/sam-oomen
587,BREGNHØJ Mathias,DK,Terengganu Cycling Team,69.0,https://www.procyclingstats.com/rider/mathias-bregnhoj
588,APARICIO Mario,ES,Burgos Burpellet BH,69.0,https://www.procyclingstats.com/rider/mario-aparicio-munoz
589,PLANCKAERT Edward,BE,Alpecin - Premier Tech,69.0,https://www.procyclingstats.com/rider/edward-planckaert
590,ROUFFAER Lars,NL,EEW-VDK Cyclingteam,69.0,https://www.procyclingstats.com/rider/lars-rouffaer
591,AZPARREN Xabier Mikel,ES,Pinarello Q36.5 Pro Cycling Team,68.0,https://www.procyclingstats.com/rider/xabier-mikel-azparren-irurzun
592,GERMANI Lorenzo,IT,Groupama - FDJ United,68.0,https://www.procyclingstats.com/rider/lorenzo-germani
593,WALLENBORN Arno,LU,Team Lotto Kern-Haus Outlet Montabaur,68.0,https://www.procyclingstats.com/rider/arno-wallenborn
594,MULLEN Ryan,IE,NSN Cycling Team,67.0,https://www.procyclingstats.com/rider/ryan-mullen
595,EINHORN Itamar,IL,NSN Cycling Team,67.0,https://www.procyclingstats.com/rider/itamar-einhorn
596,JACKOWIAK Jan Michal,PL,Bahrain Victorious Development Team,67.0,https://www.procyclingstats.com/rider/jan-michal-jackowiak
597,VERBRUGGHE Jens,BE,NSN Development Team,67.0,https://www.procyclingstats.com/rider/jens-verbrugghe
598,SENTJENS Sente,BE,Alpecin - Premier Tech,66.0,https://www.procyclingstats.com/rider/sente-sentjens
599,BEULLENS Cedric,BE,Lotto Intermarché,66.0,https://www.procyclingstats.com/rider/cedric-beullens
600,KUERE NOUNAWE Rodrigue Eric,CM,SNH Vélo Club,66.0,https://www.procyclingstats.com/rider/rodrigue-eric-kuere-nounawe
601,MARSMAN Tim,NL,Alpecin - Premier Tech,65.0,https://www.procyclingstats.com/rider/tim-marsman
602,INGEBRIGTSEN Storm,NO,Uno-X Mobility,65.0,https://www.procyclingstats.com/rider/storm-ingebrigtsen
603,MÄRKL Niklas,DE,Team Picnic PostNL,65.0,https://www.procyclingstats.com/rider/niklas-markl
604,REX Tim,BE,Team Visma | Lease a Bike,65.0,https://www.procyclingstats.com/rider/tim-rex
605,BÉVORT Carl-Frederik,DK,Uno-X Mobility,65.0,https://www.procyclingstats.com/rider/carl-frederik-bevort
606,VAN DER LEE Jardi Christiaan,NL,EF Education - EasyPost,65.0,https://www.procyclingstats.com/rider/jardi-christiaan-van-der-lee
607,LASTRA Jonathan,ES,Euskaltel - Euskadi,65.0,https://www.procyclingstats.com/rider/jonathan-lastra
608,GUTIÉRREZ Jorge,ES,Equipo Kern Pharma,65.0,https://www.procyclingstats.com/rider/jorge-gutierrez-gonzalez
609,ZIJLAARD Maikel,NL,Tudor Pro Cycling Team,64.0,https://www.procyclingstats.com/rider/maikel-zijlaard
610,SKERL Daniel,IT,Bahrain - Victorious,64.0,https://www.procyclingstats.com/rider/daniel-skerl
611,BARTA Will,US,Tudor Pro Cycling Team,64.0,https://www.procyclingstats.com/rider/william-barta
612,DE PESTEL Sander,BE,Decathlon CMA CGM Team,64.0,https://www.procyclingstats.com/rider/sander-de-pestel
613,TRÆEN Torstein,NO,Uno-X Mobility,64.0,https://www.procyclingstats.com/rider/torstein-traeen
614,LAURYSSEN Yorben,BE,Tarteletto - Isorex,63.0,https://www.procyclingstats.com/rider/yorben-lauryssen
615,LAMBRECHT Michiel,BE,Team Flanders - Baloise,63.0,https://www.procyclingstats.com/rider/michiel-lambrecht
616,BURATTI Nicolò,IT,MBH Bank CSB Telecom Fort,63.0,https://www.procyclingstats.com/rider/nicolo-buratti
617,MAŁECKI Kamil,PL,Pinarello Q36.5 Pro Cycling Team,63.0,https://www.procyclingstats.com/rider/kamil-malecki
618,ROLLAND Brieuc,FR,Groupama - FDJ United,63.0,https://www.procyclingstats.com/rider/brieuc-rolland
619,HOPKINS Kaden,BM,,63.0,https://www.procyclingstats.com/rider/kaden-hopkins
620,NIELSEN Sebastian,DK,Team ColoQuick,63.0,https://www.procyclingstats.com/rider/sebastian-nielsen
621,WHITEHOUSE Daniel,GB,St George Continental Cycling Team,63.0,https://www.procyclingstats.com/rider/daniel-whitehouse
622,RICHARDS Kane,AU,Roojai Insurance Winspace,63.0,https://www.procyclingstats.com/rider/kane-richards
623,THORNLEY Callum,GB,Red Bull - BORA - hansgrohe,62.0,https://www.procyclingstats.com/rider/callum-thornley
624,LIVYNS Arjen,BE,XDS Astana Team,62.0,https://www.procyclingstats.com/rider/arjen-livyns
625,WALKER Max,GB,EF Education - EasyPost,62.0,https://www.procyclingstats.com/rider/max-walker
626,LOULERGUE Victor,FR,Groupama-FDJ United CT,62.0,https://www.procyclingstats.com/rider/victor-loulergue
627,GLOAG Thomas,GB,Pinarello Q36.5 Pro Cycling Team,62.0,https://www.procyclingstats.com/rider/thomas-gloag
628,KIRSCH Alex,LU,Cofidis,62.0,https://www.procyclingstats.com/rider/alex-kirsch
629,MACIEJUK Filip,PL,Movistar Team,62.0,https://www.procyclingstats.com/rider/filip-maciejuk
630,BRENES Sebastian,CR,Canel's - Java,62.0,https://www.procyclingstats.com/rider/sebastian-brenes
631,BOUWMAN Koen,NL,Team Jayco AlUla,62.0,https://www.procyclingstats.com/rider/koen-bouwman
632,MOSCA Jacopo,IT,Lidl - Trek,61.0,https://www.procyclingstats.com/rider/jacopo-mosca
633,JOHNSTON Calum,GB,Li Ning Star,61.0,https://www.procyclingstats.com/rider/calum-johnston
634,LÓPEZ Juan Pedro,ES,Movistar Team,61.0,https://www.procyclingstats.com/rider/juan-pedro-lopez
635,IRIBAR Unai,ES,Equipo Kern Pharma,61.0,https://www.procyclingstats.com/rider/unai-iribar-jauregi
636,CRAPS Lars,BE,Lotto Intermarché,61.0,https://www.procyclingstats.com/rider/lars-craps
637,GHEBREIGZABHIER Amanuel,ER,Lidl - Trek,60.0,https://www.procyclingstats.com/rider/amanuel-ghebreigzabhier
638,DURBRIDGE Luke,AU,Team Jayco AlUla,60.0,https://www.procyclingstats.com/rider/luke-durbridge
639,RICKAERT Jonas,BE,Alpecin - Premier Tech,60.0,https://www.procyclingstats.com/rider/jonas-rickaert
640,DILLIER Silvan,CH,Alpecin - Premier Tech,60.0,https://www.procyclingstats.com/rider/silvan-dillier
641,KURITS Karl,EE,Lucky Sport Cycling Team,60.0,https://www.procyclingstats.com/rider/karl-kurits
642,PRIETO José Juan,MX,,60.0,https://www.procyclingstats.com/rider/jose-juan-prieto
643,PEÑUELA Francisco Joel,VE,Caja Rural - Seguros RGA,60.0,https://www.procyclingstats.com/rider/francisco-penuela
644,OGANDO Jonathan,DO,,60.0,https://www.procyclingstats.com/rider/jonathan-ogando
645,BESSEGA Tommaso,IT,Team Polti VisitMalta,60.0,https://www.procyclingstats.com/rider/tommaso-bessega
646,ARSAC Rémi,FR,Decathlon CMA CGM Development Team,60.0,https://www.procyclingstats.com/rider/remi-arsac
647,LEAHY Conor,AU,Team Brennan,60.0,https://www.procyclingstats.com/rider/conor-leahy
648,WALSH Liam,AU,CCACHE x BODYWRAP,59.0,https://www.procyclingstats.com/rider/liam-walsh
649,RODRIGUEZ Juan Felipe,CO,EF Education - EasyPost,59.0,https://www.procyclingstats.com/rider/juan-felipe-rodriguez
650,DESTA Amaniel Teweldemedhn,ET,Team Amani,59.0,https://www.procyclingstats.com/rider/amaniel-desta
651,SAMUDIO Carlos Ariel,PA,Solution Tech NIPPO Rali,59.0,https://www.procyclingstats.com/rider/carlos-samudio
652,REMIJN Senna,NL,Alpecin - Premier Tech,59.0,https://www.procyclingstats.com/rider/senna-remijn
653,SMIT Willie,ZA,China Anta - Mentech Cycling Team,59.0,https://www.procyclingstats.com/rider/willie-smit
654,SUTTON Louis,GB,Euskaltel - Euskadi,58.0,https://www.procyclingstats.com/rider/louis-sutton
655,CAPIOT Amaury,BE,Team Jayco AlUla,58.0,https://www.procyclingstats.com/rider/amaury-capiot
656,OTRUBA Jakub,CZ,Caja Rural - Seguros RGA,58.0,https://www.procyclingstats.com/rider/jakub-otruba
657,WALSH Finn,AU,CCACHE x BODYWRAP,58.0,https://www.procyclingstats.com/rider/finn-walsh
658,BARGUIL Warren,FR,Team Picnic PostNL,58.0,https://www.procyclingstats.com/rider/warren-barguil
659,SCOTSON Callum,AU,Decathlon CMA CGM Team,57.0,https://www.procyclingstats.com/rider/callum-scotson
660,PICKRELL Riley,CA,Modern Adventure Pro Cycling,57.0,https://www.procyclingstats.com/rider/riley-pickrell
661,MONTI Alberto,CZ,ATT Investments,57.0,https://www.procyclingstats.com/rider/alberto-monti
662,BUCHMANN Emanuel,DE,Cofidis,57.0,https://www.procyclingstats.com/rider/emanuel-buchmann
663,TAARAMÄE Rein,EE,Kinan Racing Team,56.0,https://www.procyclingstats.com/rider/rein-taaramae
664,BRUTTOMESSO Alberto,IT,Bahrain - Victorious,56.0,https://www.procyclingstats.com/rider/alberto-bruttomesso
665,MIKUTIS Aivaras,LT,Tudor Pro Cycling Team,56.0,https://www.procyclingstats.com/rider/aivaras-mikutis
666,AUGÉ Ronan,FR,Unibet Rose Rockets,56.0,https://www.procyclingstats.com/rider/ronan-auge
667,LEEMREIZE Gijs,NL,Team Picnic PostNL,56.0,https://www.procyclingstats.com/rider/gijs-leemreize
668,MIHOLJEVIĆ Fran,HR,Bahrain - Victorious,55.0,https://www.procyclingstats.com/rider/fran-miholjevic
669,KIM Euro,KR,LX Cycling Team,55.0,https://www.procyclingstats.com/rider/euro-kim
670,PAPON Victor,FR,Nice Métropole Côte d'Azur,55.0,https://www.procyclingstats.com/rider/victor-papon
671,LORELLO Riccardo,IT,S.C. Padovani Polo Cherry Bank,55.0,https://www.procyclingstats.com/rider/riccardo-lorello
672,SERRANO Javier,ES,Team Polti VisitMalta,55.0,https://www.procyclingstats.com/rider/javier-serrano
673,ROJAS Vicente,CL,Bardiani CSF 7 Saber,55.0,https://www.procyclingstats.com/rider/vicente-rojas
674,MARTINSEN Toralf Rydningen,NO,Team Drali - Repsol,55.0,https://www.procyclingstats.com/rider/toralf-rydningen-martinsen
675,VAN ZANDEN Otto,NL,Azerion / Villa Valkenburg,55.0,https://www.procyclingstats.com/rider/otto-van-zanden
676,WARD Jack,AU,Lidl - Trek Future Racing,55.0,https://www.procyclingstats.com/rider/jack-ward
677,LUTSENKO Alexey,KZ,NSN Cycling Team,55.0,https://www.procyclingstats.com/rider/aleksey-lutsenko
678,NIYONKURU Samuel,RW,Team Amani,54.0,https://www.procyclingstats.com/rider/samuel-niyonkuru
679,VANDENABEELE Henri,BE,Team Flanders - Baloise,54.0,https://www.procyclingstats.com/rider/henri-vandenabeele
680,BOUCHARD Geoffrey,FR,TotalEnergies,54.0,https://www.procyclingstats.com/rider/geoffrey-bouchard
681,DAUMAS Rémi,FR,Groupama-FDJ United CT,54.0,https://www.procyclingstats.com/rider/remi-daumas
682,HAYTER Ethan,GB,Soudal Quick-Step,54.0,https://www.procyclingstats.com/rider/ethan-hayter
683,RAISBERG Nadav,IL,NSN Cycling Team,54.0,https://www.procyclingstats.com/rider/nadav-raisberg
684,KÄLLBERG Axel,FI,Lucky Sport Cycling Team,54.0,https://www.procyclingstats.com/rider/axel-kallberg
685,REINDERINK Pepijn,NL,Soudal Quick-Step,53.0,https://www.procyclingstats.com/rider/pepijn-reinderink
686,KRIJNSEN Jelte,NL,Team Jayco AlUla,53.0,https://www.procyclingstats.com/rider/jelte-krijnsen
687,TARAKÇI Mustafa,TR,Konya Büyükşehir Belediye Spor,53.0,https://www.procyclingstats.com/rider/mustafa-tarakci
688,MARIVOET Duarte,BE,Lotto - Groupe Wanty,53.0,https://www.procyclingstats.com/rider/duarte-marivoet
689,HÉBERT Théo,FR,Vendée U Primeo Energie,53.0,https://www.procyclingstats.com/rider/theo-hebert
690,SANDER HANSEN Marcus,DK,BHS - PL Beton Bornholm,53.0,https://www.procyclingstats.com/rider/marcus-sander-hansen
